symbol,sub_sector_id,estimate_overall_growth_current_year,estimate_overall_growth_next_year,estimate_overall_growth_next_five_years,estimate_growth_earnings_current_year,estimate_growth_earnings_next_year,estimate_growth_revenue_current_year,estimate_growth_revenue_next_year
TBLA.JK,2,-0.19899999999999998,0.09300000000000001,,-0.1987089652267135,-0.12392180198120682,-0.0361858532831201,0.03136557627400802
TCID.JK,16,,,,,,,
TCPI.JK,18,,,,,,,
TDPM.JK,8,,,,,,,
TEBE.JK,18,,,,,,,
TECH.JK,30,,,,,,,
TELE.JK,14,,,0.1883,,,10.236583890739388,11.29813776730667
TFAS.JK,30,,,,,,,
TFCO.JK,9,,,,,,,
TGKA.JK,2,,,,,,,
TGRA.JK,29,,,,,,,
TIFA.JK,20,,,,,,,
TINS.JK,8,-1.072,1.446,-0.051,-1.072142857142857,-0.9678571428571429,-0.3226328517308889,-0.29384274861673554
TIRT.JK,8,,,,,,,
TKIM.JK,8,,,,,,,
TLDN.JK,2,,,,,,,
